"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significance"
"NKX3-1",8.03442598049111e-247,2.8713850154654,0.903,0.041,2.93626131883028e-242,"Upregulated in Hotspots"
"MRPS18C",2.02668836341008e-246,-2.43003221501317,1,1,7.40673529291848e-242,"Upregulated in Coldspots"
"AC007347.1",2.49647516109218e-246,4.38119021831885,0.843,0.027,9.12361812372746e-242,"Upregulated in Hotspots"
"FBXL17",2.64315509313154e-246,2.3494978009949,1,1,9.65967460335852e-242,"Upregulated in Hotspots"
"SNX33",1.47510159784366e-245,2.74785111670398,0.982,0.348,5.39090629947942e-241,"Upregulated in Hotspots"
"POLR2L",1.5609369927014e-245,-4.08044676317666,1,1,5.70460033352653e-241,"Upregulated in Coldspots"
"NCOA1",1.99831171304755e-245,4.32985090817193,1,1,7.30302998650358e-241,"Upregulated in Hotspots"
"FBXO5",2.51040122269594e-245,-3.98330235449169,0.987,0.991,9.17451230846457e-241,"Upregulated in Coldspots"
"AC012668.3",3.00675577515393e-245,5.2431171217828,0.907,0.093,1.09884896558775e-240,"Upregulated in Hotspots"
"AC092718.6",3.45364777591154e-245,-3.54621702342152,0.915,1,1.26217011618463e-240,"Upregulated in Coldspots"
"AUNIP",3.46134971135499e-245,-4.18267528508861,0.15,0.903,1.2649848655118e-240,"Upregulated in Coldspots"
"PANX1",5.03596684719584e-245,2.77194973622214,1,0.993,1.84044444397619e-240,"Upregulated in Hotspots"
"RTN4RL1",5.2729564571766e-245,4.23155927895148,0.831,0.013,1.92705466683976e-240,"Upregulated in Hotspots"
"ACPP",7.73248266439744e-245,-2.83195201543288,0.751,0.988,2.82591311453069e-240,"Upregulated in Coldspots"
"AL049840.4",8.63281256909223e-245,3.16899042892834,0.982,0.15,3.15494768150045e-240,"Upregulated in Hotspots"
"AC084816.1",1.09197772778911e-244,4.35088323915886,0.89,0.086,3.99074180397808e-240,"Upregulated in Hotspots"
"NPIPB15",1.2467778158646e-244,3.14207592451432,0.975,0.171,4.55647420585878e-240,"Upregulated in Hotspots"
"AC104794.3",1.45969825772367e-244,4.08743936211136,0.94,0.12,5.33461325267691e-240,"Upregulated in Hotspots"
"RHBDL2",1.6992548363123e-244,2.59711398906455,0.929,0.066,6.21009672478694e-240,"Upregulated in Hotspots"
"RESF1",2.32767639323995e-244,-3.55668478958156,1,1,8.50672614673472e-240,"Upregulated in Coldspots"
"NFKBIZ",2.34171000432506e-244,7.73667524708867,1,1,8.55801338180638e-240,"Upregulated in Hotspots"
"LOXL1-AS1",2.53106258866992e-244,4.00113546285593,0.873,0.101,9.25002133655307e-240,"Upregulated in Hotspots"
"TEAD2",3.12136429757183e-244,2.90516695661353,0.886,0.083,1.1407337961906e-239,"Upregulated in Hotspots"
"ASCC3",4.36159044982351e-244,1.41152182404076,1,1,1.5939868457925e-239,"Upregulated in Hotspots"
"STEAP4",4.53522154398742e-244,3.14650204687355,0.968,0.131,1.65744206546564e-239,"Upregulated in Hotspots"
"PLEKHG5",6.59505417940265e-244,3.61928546098302,0.973,0.653,2.41022850040449e-239,"Upregulated in Hotspots"
"DEFB1",7.70239862322012e-244,-7.72106460148647,0.42,0.951,2.81491860084202e-239,"Upregulated in Coldspots"
"ECHS1",9.04773150036699e-244,-4.80716290961137,0.997,1,3.30658395412412e-239,"Upregulated in Coldspots"
"CD274",9.83758305434421e-244,4.32336093506141,0.902,0.21,3.59524310304064e-239,"Upregulated in Hotspots"
"DNMT1",1.08006821575841e-243,-11.6132923286382,1,1,3.94721730131069e-239,"Upregulated in Coldspots"
"SSBP1",1.22516220383517e-243,-2.61959126108988,1,1,4.477477790136e-239,"Upregulated in Coldspots"
"CDCA5",1.26203871279481e-243,-3.90152049827717,0.508,0.97,4.61224667977992e-239,"Upregulated in Coldspots"
"NDUFA4",1.28157181744142e-243,-11.3796162955322,1,1,4.68363236402143e-239,"Upregulated in Coldspots"
"CALU",1.56225074511858e-243,3.9888138300924,1,1,5.70940157311038e-239,"Upregulated in Hotspots"
"TOP2A",2.40630695969586e-243,-9.45734733243598,0.999,1,8.79408941490449e-239,"Upregulated in Coldspots"
"BTAF1",2.75398257862949e-243,1.88157933251696,1,1,1.00647047318593e-238,"Upregulated in Hotspots"
"HSD17B1",3.46813989968087e-243,20.2809492083353,0.986,0.998,1.26746640773737e-238,"Upregulated in Hotspots"
"TAF5L",3.48705164411206e-243,3.27573249448378,1,0.891,1.27437789385719e-238,"Upregulated in Hotspots"
"CCDC40",4.27545012079001e-243,2.93820692988266,0.972,0.143,1.56250600114392e-238,"Upregulated in Hotspots"
"AP1S3",4.71737628010714e-243,-3.17384479983724,0.893,1,1.72401233532795e-238,"Upregulated in Coldspots"
"H2AFZ",4.85340173081458e-243,-6.08180489306096,1,1,1.7737241965435e-238,"Upregulated in Coldspots"
"GADD45GIP1",6.52977008530564e-243,-2.89533145740651,1,1,2.3863697753758e-238,"Upregulated in Coldspots"
"PEG10",1.02037843401525e-242,-38.4870929103758,1,1,3.72907502495214e-238,"Upregulated in Coldspots"
"SLC10A7",1.12638514529456e-242,2.5492488800062,1,1,4.1164871519935e-238,"Upregulated in Hotspots"
"RPS29",1.19591577681666e-242,-51.7247492301695,1,1,4.37059379795416e-238,"Upregulated in Coldspots"
"BRD3OS",1.22881578177125e-242,3.8808292979264,0.892,0.114,4.49083015606122e-238,"Upregulated in Hotspots"
"MEGF6",2.27871897349695e-242,4.77289702484538,0.877,0.154,8.32780636054194e-238,"Upregulated in Hotspots"
"NOS2",2.44393307449161e-242,7.5039702798209,0.832,0.048,8.93159781403704e-238,"Upregulated in Hotspots"
"HIST1H1B",2.9096349496758e-242,-4.67437625688836,0.999,1,1.06335518870852e-237,"Upregulated in Coldspots"
"PI4K2B",3.57679858307399e-242,-2.73805066864081,1,0.993,1.30717681017022e-237,"Upregulated in Coldspots"
"ZHX3",4.65457778590373e-242,2.31800438830144,1,0.84,1.70106199763638e-237,"Upregulated in Hotspots"
"KCNN4",6.85457511954666e-242,-6.13371999781575,0.878,0.987,2.50507302318952e-237,"Upregulated in Coldspots"
"FAM3C",9.82850121817854e-242,-2.29222663693509,1,1,3.59192405519553e-237,"Upregulated in Coldspots"
"KPNA2",1.03718007839742e-241,-3.15478420882997,1,1,3.79047831451122e-237,"Upregulated in Coldspots"
"DGCR9",1.10218816130028e-241,4.53137121257817,0.804,0.007,4.028056854288e-237,"Upregulated in Hotspots"
"TOMM5",1.59494696576817e-241,-2.04166940044676,1,1,5.82889318109636e-237,"Upregulated in Coldspots"
"ATAD2",1.77076287738628e-241,-2.96283138990474,1,1,6.4714300116959e-237,"Upregulated in Coldspots"
"FIGNL2",1.81540414882113e-241,3.72673567629619,0.843,0.033,6.63457600228171e-237,"Upregulated in Hotspots"
"RAB40B",2.76661468006328e-241,3.03452587690338,0.948,0.074,1.01108700097593e-236,"Upregulated in Hotspots"
"AC090541.1",3.85800208611218e-241,3.70508892887019,0.867,0.045,1.40994544239056e-236,"Upregulated in Hotspots"
"AL390774.2",5.63751984077947e-241,3.78357060061748,0.907,0.109,2.06028800101126e-236,"Upregulated in Hotspots"
"DDX46",5.64054103095708e-241,-1.85948478995986,1,1,2.06139212517357e-236,"Upregulated in Coldspots"
"MYO7B",6.59844017714483e-241,9.47343196623089,0.838,0.067,2.41146594713935e-236,"Upregulated in Hotspots"
"AC041005.1",7.84969072556056e-241,4.17211211182791,0.813,0.015,2.86874797256336e-236,"Upregulated in Hotspots"
"PPP4R4",8.76487277971651e-241,6.36527985419536,0.845,0.06,3.2032104060752e-236,"Upregulated in Hotspots"
"MREG",9.19609323128526e-241,-2.34471158747363,0.97,0.999,3.36080423230551e-236,"Upregulated in Coldspots"
"AC092567.1",9.99759921171349e-241,4.05900883306178,0.883,0.077,3.65372260791281e-236,"Upregulated in Hotspots"
"VPS29",1.04291238948245e-240,-3.39265522033865,1,1,3.81142761860256e-236,"Upregulated in Coldspots"
"AC022211.3",1.54285604045539e-240,4.27782437382767,0.819,0.022,5.63852168544826e-236,"Upregulated in Hotspots"
"AC018362.1",1.71912246621924e-240,0.562823975483375,1,0.292,6.28270496504483e-236,"Upregulated in Hotspots"
"BCAP29",1.94586148423736e-240,2.05427608533569,1,0.518,7.11134538029384e-236,"Upregulated in Hotspots"
"CCND3",2.1523760889794e-240,-2.76694765314085,0.993,1,7.86607365478412e-236,"Upregulated in Coldspots"
"MED13L",2.92581191710591e-240,5.97919763096681,1,1,1.06926722322553e-235,"Upregulated in Hotspots"
"LPCAT1",3.37538685615636e-240,2.73382225360923,1,0.989,1.2335688804509e-235,"Upregulated in Hotspots"
"FKBP3",3.68034338624255e-240,-1.74043584969666,1,1,1.3450182939362e-235,"Upregulated in Coldspots"
"AC004593.1",3.92114075544446e-240,4.59146356681279,0.862,0.049,1.43302010048473e-235,"Upregulated in Hotspots"
"SPATA9",3.95806322121096e-240,6.23596742315473,0.883,0.159,1.44651378482376e-235,"Upregulated in Hotspots"
"SNRPE",4.62923752915923e-240,-6.74929712762435,1,1,1.69180114740653e-235,"Upregulated in Coldspots"
"COX7C",7.84204845639081e-240,-9.93838500747014,1,1,2.86595502887258e-235,"Upregulated in Coldspots"
"LINC00607",9.79243349626949e-240,3.08879864854476,0.993,0.187,3.57874274554665e-235,"Upregulated in Hotspots"
"HMCN1",1.10672111830301e-239,-5.86153214343631,0.892,0.114,4.04462299895018e-235,"Upregulated in Coldspots"
"TK1",1.87288387968312e-239,-3.41876277406228,0.972,1,6.84464142668993e-235,"Upregulated in Coldspots"
"SLC27A2",1.95857844391964e-239,-4.3922943087333,0.971,0.989,7.15782078114872e-235,"Upregulated in Coldspots"
"SGPP1",2.18934522245971e-239,2.90768365817801,1,1,8.00118105000124e-235,"Upregulated in Hotspots"
"GORASP1",2.45760708466929e-239,2.71916699169323,1,0.246,8.98157085163238e-235,"Upregulated in Hotspots"
"BEST3",4.9684078141727e-239,3.9816485073591,0.809,0.012,1.81575431976755e-234,"Upregulated in Hotspots"
"SSRP1",5.15477751063053e-239,-2.59527427340837,0.997,1,1.88386498903503e-234,"Upregulated in Coldspots"
"NASP",5.15478889066581e-239,-3.39983805726224,1,1,1.88386914798273e-234,"Upregulated in Coldspots"
"METTL7A",5.68598156621569e-239,-3.09047260438353,0.999,1,2.07799882318919e-234,"Upregulated in Coldspots"
"INSL4",7.69905109832695e-239,1.82290318609332,1,1,2.81369521439457e-234,"Upregulated in Hotspots"
"NLRP9",8.94655565217648e-239,5.3195021878343,0.828,0.04,3.26960822864442e-234,"Upregulated in Hotspots"
"AL121820.2",1.1210640548528e-238,-1.64565047714532,0.85,0.036,4.09704069486503e-234,"Upregulated in Coldspots"
"FNDC3B",1.46674902529142e-238,24.889209036061,1,1,5.36038098783004e-234,"Upregulated in Hotspots"
"TNS3",1.59864400773413e-238,17.6809771337416,1,1,5.84240439066514e-234,"Upregulated in Hotspots"
"UQCR10",1.88780133860116e-238,-4.44383119952981,1,1,6.89915877205181e-234,"Upregulated in Coldspots"
"POMC",2.16104404135529e-238,6.63676399149512,0.857,0.081,7.89775155353706e-234,"Upregulated in Hotspots"
"PDLIM5",3.16399525241166e-238,17.9670124750585,1,1,1.15631370494637e-233,"Upregulated in Hotspots"
"NARS2",3.70279558196273e-238,2.25875727224389,1,1,1.3532236733841e-233,"Upregulated in Hotspots"
"PINX1",4.67364336499614e-238,-2.12446291274628,0.994,0.999,1.70802970417149e-233,"Upregulated in Coldspots"
"AC005828.1",5.46444572390362e-238,5.14161793592315,0.81,0.017,1.99703633425782e-233,"Upregulated in Hotspots"
"FMR1-IT1",1.46692862883029e-237,1.5785600185272,0.882,0.044,5.36103736692319e-233,"Upregulated in Hotspots"
"AP001189.1",1.53363443896132e-237,6.84044791028916,0.791,0.003,5.60482042062805e-233,"Upregulated in Hotspots"
"AL109824.1",1.6138858849177e-237,2.59630824467349,0.996,0.167,5.89810735502023e-233,"Upregulated in Hotspots"
"HOXC9",1.99012401449973e-237,4.28491204699258,0.804,0.009,7.27310722339073e-233,"Upregulated in Hotspots"
"POTEF",2.03950846256963e-237,5.52595319431103,0.834,0.056,7.45358762730696e-233,"Upregulated in Hotspots"
"COX8A",2.08502732009952e-237,-5.42075416197563,1,1,7.61994084403571e-233,"Upregulated in Coldspots"
"CCDC113",2.49178688807142e-237,4.55998367630111,0.824,0.049,9.1064843611458e-233,"Upregulated in Hotspots"
"RAD54L",2.85664236100942e-237,-3.664419248562,0.587,0.969,1.0439885172545e-232,"Upregulated in Coldspots"
"AL136129.1",3.59706621040957e-237,4.57797933446709,0.811,0.014,1.31458381725628e-232,"Upregulated in Hotspots"
"ESRRB",3.9018738961334e-237,4.73382889195166,0.796,0.007,1.42597883408091e-232,"Upregulated in Hotspots"
"KRT15",5.23896724017095e-237,5.74220762981183,0.799,0.01,1.91463296759288e-232,"Upregulated in Hotspots"
"TUBG2",5.74028813562273e-237,3.86179906912583,0.891,0.139,2.09784570204468e-232,"Upregulated in Hotspots"
"IL17D",6.7563941079021e-237,3.9647410690632,0.866,0.064,2.4691917906739e-232,"Upregulated in Hotspots"
"MCM6",6.86146467589001e-237,-2.90522611117721,0.934,1,2.50759088045076e-232,"Upregulated in Coldspots"
"GTF2H5",1.08740247354464e-236,-2.31111024830147,1,1,3.97402107981623e-232,"Upregulated in Coldspots"
"NENF",1.44866260124361e-236,-3.11720367136819,1,1,5.2942823425049e-232,"Upregulated in Coldspots"
"AC010976.1",1.61522092459283e-236,2.66307665213352,0.998,0.225,5.90298639101694e-232,"Upregulated in Hotspots"
"HIST1H3I",1.6835400071615e-236,-5.07088656066662,0.415,0.927,6.1526653101724e-232,"Upregulated in Coldspots"
"RPL26",1.93550678271549e-236,-127.784564542802,1,1,7.07350308811205e-232,"Upregulated in Coldspots"
"IQSEC1",2.48096115095157e-236,0.887400701432715,1,1,9.0669206222676e-232,"Upregulated in Hotspots"
"TMC3",2.94900517056594e-236,4.52748753410651,0.79,0.004,1.07774342963503e-231,"Upregulated in Hotspots"
"INCENP",4.56901548042568e-236,-4.07371872047537,0.938,0.997,1.66979239747637e-231,"Upregulated in Coldspots"
"CYP19A1",7.0983587878871e-236,32.6311020897519,0.993,0.989,2.59416620262122e-231,"Upregulated in Hotspots"
"B4GALT4-AS1",7.80414055698104e-236,3.25314082439333,0.898,0.081,2.85210120795429e-231,"Upregulated in Hotspots"
"NUPR1",1.0148264122592e-235,-2.52896993291129,0.989,0.999,3.70878460624247e-231,"Upregulated in Coldspots"
"TMEM200B",1.21704426768479e-235,4.93767080969544,0.792,0.006,4.44780998068082e-231,"Upregulated in Hotspots"
"TIMM13",1.57541444027117e-235,-3.40162468269914,1,1,5.75750961341503e-231,"Upregulated in Coldspots"
"DOK4",1.70882076808919e-235,2.7266125449247,0.931,0.072,6.24505637905877e-231,"Upregulated in Hotspots"
"TSC22D3",1.77124294762426e-235,3.15930122071791,0.985,0.18,6.47318447638763e-231,"Upregulated in Hotspots"
"MARCH7",2.05445389130423e-235,2.35615865780623,1,1,7.50820719116044e-231,"Upregulated in Hotspots"
"AURKB",2.14655295272627e-235,-3.19624846676303,0.937,0.997,7.84479242103344e-231,"Upregulated in Coldspots"
"ZNF484",2.24919980536038e-235,2.49906925449798,0.99,0.212,8.21992560867003e-231,"Upregulated in Hotspots"
"CLNK",2.25100530852962e-235,8.08251293895299,0.914,0.212,8.22652400055234e-231,"Upregulated in Hotspots"
"FMC1",2.47392350164273e-235,-4.17150605822639,1,0.994,9.04120082910354e-231,"Upregulated in Coldspots"
"MPC2",2.78367329481081e-235,-2.13063656578138,1,1,1.01732124232156e-230,"Upregulated in Coldspots"
"AADACL3",4.10918028108286e-235,7.03856611004219,0.804,0.035,1.50174102552454e-230,"Upregulated in Hotspots"
"CSF3R",4.62031175122137e-235,7.70728064429578,0.985,0.998,1.68853913260136e-230,"Upregulated in Hotspots"
"DUT",4.85949548713529e-235,-3.445719154034,1,1,1.77595122072846e-230,"Upregulated in Coldspots"
"MICAL2",4.87031942248669e-235,3.32099585464598,1,0.978,1.77990693614198e-230,"Upregulated in Hotspots"
"MAPT",6.67799469339976e-235,3.11501744343354,0.829,0.044,2.44053994064988e-230,"Upregulated in Hotspots"
"ILVBL",7.14498106933007e-235,2.5540426922561,1,0.526,2.61120478159737e-230,"Upregulated in Hotspots"
"ZNF211",9.24243406528032e-235,2.58762722525182,0.99,0.206,3.37773995349734e-230,"Upregulated in Hotspots"
"AC106744.1",9.45550154386512e-235,3.7343230523822,0.845,0.036,3.45560759422095e-230,"Upregulated in Hotspots"
"UBL7-AS1",9.85454843772251e-235,2.68089843684409,0.999,0.254,3.60144327205007e-230,"Upregulated in Hotspots"
"AL049569.1",1.01735933349604e-234,3.82123978225147,0.809,0.013,3.71804142019463e-230,"Upregulated in Hotspots"
"ALPK3",1.1681295842443e-234,-3.82160839327823,0.985,0.138,4.26904637857921e-230,"Upregulated in Coldspots"
"ITPR2",1.17949633231162e-234,10.504382459831,1,1,4.31058729606603e-230,"Upregulated in Hotspots"
"LPIN2",1.55559630583792e-234,1.94584614667075,1,1,5.68508225931528e-230,"Upregulated in Hotspots"
"PCMTD1",1.57402317312073e-234,1.8555000742572,1,1,5.75242508848702e-230,"Upregulated in Hotspots"
"LINC00689",2.02469011684312e-234,3.62547421202697,0.839,0.03,7.39943250101486e-230,"Upregulated in Hotspots"
"PLXNB2",2.12296295683494e-234,2.35116212678483,0.997,0.902,7.75858042204899e-230,"Upregulated in Hotspots"
"LINC01602",2.50571016945067e-234,4.93576148193607,0.821,0.05,9.15736838527441e-230,"Upregulated in Hotspots"
"RNF212",2.87851126479366e-234,4.69361050364341,0.789,0.006,1.05198072683149e-229,"Upregulated in Hotspots"
"NAXE",3.14398857889211e-234,-3.45301377870116,0.929,0.99,1.14900206604191e-229,"Upregulated in Coldspots"
"ACAP1",3.29326272802889e-234,-3.63382773867636,0.704,0.956,1.20355579658544e-229,"Upregulated in Coldspots"
"C9orf129",4.55116634120743e-234,4.66280780001556,0.823,0.059,1.66326925105767e-229,"Upregulated in Hotspots"
"GOLT1B",4.55342400788221e-234,1.55576618272221,1,1,1.66409433792063e-229,"Upregulated in Hotspots"
"CENPF",4.64813753559202e-234,-28.583528897056,0.999,1,1.69870834375746e-229,"Upregulated in Coldspots"
"CYP26B1",4.82714832615519e-234,2.92233949966858,0.882,0.057,1.76412962727668e-229,"Upregulated in Hotspots"
"AL512347.1",5.54423714285305e-234,5.39955441812733,0.798,0.017,2.02619690622708e-229,"Upregulated in Hotspots"
"BIVM",6.72117121612601e-234,2.37091769659242,0.985,0.412,2.45631923264541e-229,"Upregulated in Hotspots"
"PSMB6",6.87262983621258e-234,-2.88313668119858,1,1,2.51167129994225e-229,"Upregulated in Coldspots"
"LINC01476",8.05510558025722e-234,3.08813447676636,0.855,0.043,2.9438188853608e-229,"Upregulated in Hotspots"
"PREP",8.3941125082744e-234,2.94041195060348,1,0.936,3.06771235727396e-229,"Upregulated in Hotspots"
"SEC31A",9.41280974840306e-234,1.90245214471414,1,1,3.44000545065138e-229,"Upregulated in Hotspots"
"TMC5",1.12122435800717e-233,-4.52470731513979,0.759,0.987,4.09762653877301e-229,"Upregulated in Coldspots"
"TKFC",1.30204844737815e-233,-2.70289789607298,0.838,0.977,4.75846625578819e-229,"Upregulated in Coldspots"
"UGGT2",1.40371531687629e-233,0.995319157291688,1,1,5.13001799705608e-229,"Upregulated in Hotspots"
"OTUD3",2.5846761241541e-233,3.75340843386381,0.972,0.349,9.44595736333359e-229,"Upregulated in Hotspots"
"LINC00324",2.65740907851341e-233,3.93181615040848,0.817,0.031,9.71176721833512e-229,"Upregulated in Hotspots"
"CPAMD8",2.70207508782325e-233,-3.24735085198246,0.994,0.996,9.87500361595885e-229,"Upregulated in Coldspots"
"RANBP1",3.73225318224128e-233,-2.13541985627863,1,1,1.3639892479819e-228,"Upregulated in Coldspots"
"AVEN",3.76526356999736e-233,2.52876284108077,1,0.999,1.37605322429124e-228,"Upregulated in Hotspots"
"DIO2-AS1",7.48480731341544e-233,6.68005111879895,0.812,0.049,2.73539768076081e-228,"Upregulated in Hotspots"
"SRRT",9.97289143815158e-233,-2.02576202872441,1,1,3.64469290498687e-228,"Upregulated in Coldspots"
"HMMR",1.65717067310836e-232,-4.19261379883007,0.95,0.992,6.0562959419418e-228,"Upregulated in Coldspots"
"FRMPD1",1.6877335053388e-232,-2.87322313764026,0.823,0.053,6.16799086861117e-228,"Upregulated in Coldspots"
"DSCC1",1.92496933278422e-232,-4.094632046032,0.466,0.945,7.03499292359321e-228,"Upregulated in Coldspots"
"RAP2A",2.08480654229232e-232,2.03800873112208,1,0.334,7.61913398946151e-228,"Upregulated in Hotspots"
"AGRN",2.20154032588816e-232,2.46699497990199,0.983,0.168,8.04574927499088e-228,"Upregulated in Hotspots"
"MCM3",2.36769892968041e-232,-2.53879473194064,0.996,0.992,8.65299250841003e-228,"Upregulated in Coldspots"
"ATP8B1",4.32961916476863e-232,-2.91716769555766,1,1,1.58230261995634e-227,"Upregulated in Coldspots"
"MZT2A",5.53453896250053e-232,-2.7150282898019,0.983,0.998,2.02265260923544e-227,"Upregulated in Coldspots"
"RARS2",5.7014647076658e-232,2.09087374028964,1,1,2.08365729206354e-227,"Upregulated in Hotspots"
"UTP25",7.81982265363902e-232,2.74072738815534,0.975,0.12,2.85783238699892e-227,"Upregulated in Hotspots"
"NME9",8.33363470047009e-232,2.82490698698653,0.936,0.148,3.0456101376338e-227,"Upregulated in Hotspots"
