gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
CPEB2,2.505028791149422e-21,2.469442617057235,0.483,0.131,5.531855079495269e-17
DENND3,2.8164555828793305e-21,2.5543815075414207,0.379,0.082,6.219578863672426e-17
CD86,3.0132874623881514e-21,2.286196237117089,0.333,0.06,6.654242703191755e-17
MBP,4.458254875090112e-21,2.4233326868105602,0.379,0.081,9.845164240661494e-17
RPH3AL,5.3315187428574105e-21,2.4489888764156396,0.31,0.054,1.177359283985202e-16
C9,5.57547592244893e-21,2.357747695927865,0.437,0.111,1.2312323479543972e-16
SH3RF3,6.1790853799229054e-21,2.2608286905878856,0.609,0.222,1.3645274244483752e-16
GRK3,6.206756957485647e-21,2.034010724101608,0.609,0.216,1.3706381389215555e-16
DTNA,7.303985277463841e-21,2.2710267377368205,0.414,0.094,1.61293906882234e-16
CD163L1,1.0296555676968638e-20,2.36208131187626,0.471,0.126,2.2737883901449843e-16
CYTH4,1.415679186890522e-20,2.633872101202103,0.322,0.06,3.12624434841034e-16
CD200R1,1.8070673746753904e-20,2.6818065782658045,0.368,0.078,3.9905468834956645e-16
HNMT,2.255238020681369e-20,2.289602838560338,0.586,0.213,4.980242121070667e-16
VAV1,2.4794885242608912e-20,2.380547820313764,0.356,0.074,5.475454508125326e-16
CTTNBP2,2.6140366631130846e-20,2.250686338109331,0.437,0.109,5.772577163152625e-16
TRPS1,2.670670002344634e-20,2.1965314243214804,0.621,0.233,5.897640566177655e-16
MBOAT1,3.940323473986595e-20,2.429066821085319,0.391,0.09,8.701416327604598e-16
INPP5D,5.0344231444814634e-20,2.2642472642834437,0.414,0.1,1.1117516629958415e-15
DPYD,7.197026861966116e-20,2.806407027778505,0.368,0.084,1.5893194419279773e-15
PDGFC,1.3306215770955168e-19,2.325406266121303,0.575,0.21,2.93841162870003e-15
ST3GAL5,1.5702409131441526e-19,2.114004628702831,0.425,0.104,3.467563008496232e-15
MKNK1,2.1128717854813272e-19,1.8527328315682974,0.586,0.202,4.665854763878415e-15
DOCK10,2.2361197500024495e-19,2.8809397586308303,0.345,0.074,4.9380232439304095e-15
MILR1,2.3861824667622545e-19,2.8916122073663835,0.253,0.04,5.269406741351086e-15
ARAP2,2.62575954105268e-19,2.312669525586198,0.448,0.124,5.798464794506633e-15
IKZF1,3.162771767142291e-19,2.421299453413922,0.345,0.073,6.984348893380321e-15
EDA,3.6735630575429037e-19,2.3009583594769856,0.448,0.121,8.112329299971994e-15
ABR,4.385804018667001e-19,2.414357189031051,0.46,0.133,9.685171014422338e-15
APBA1,4.5458408283411e-19,2.5749784121485337,0.46,0.135,1.003858030122565e-14
HPGDS,4.903945236158199e-19,2.138956263654178,0.437,0.113,1.082938226500815e-14
ABCC1,6.594385585134331e-19,2.2978688211030174,0.425,0.109,1.4562381687652144e-14
ZC3H12C,6.969867683722157e-19,2.503325799021672,0.517,0.174,1.5391558805963638e-14
IL12RB2,7.311696902626904e-19,2.2873483403726076,0.333,0.069,1.6146420270070993e-14
HCK,8.926331041659474e-19,2.393506246125396,0.333,0.069,1.9712016839296615e-14
ICA1,9.281854262759902e-19,2.051220686343027,0.471,0.134,2.049711876845269e-14
