"week","sender_label","receiver_label","lr","mean_lr_score","median_lr_score","n_edges","null_mean","null_sd","z_null","p_empirical","k","p_adj"
8,"EVT3","vCTB2","HLA-G->LILRB2",0,0,1,0.0554592021750983,NA,NA,NA,8,NA
8,"EVT3","vCTB2","LGALS9->HAVCR2",0,0,1,0,NA,NA,NA,8,NA
8,"Endothelial","EVT","TGFB1->TGFBR2",0.0513572298240473,0,13,0.0180158142041931,NA,NA,NA,8,NA
8,"Endothelial","EVT","TGFB1->TGFBR1",0.0213304623750378,0,13,0.023084668271693,NA,NA,NA,8,NA
8,"Endothelial","EVT","HLA-G->LILRB1",0,0,13,0,NA,NA,NA,8,NA
8,"Endothelial","EVT-progenitor","TGFB1->TGFBR1",0.0557639966910176,0,7,0.0235468424509891,NA,NA,NA,8,NA
8,"Endothelial","EVT-progenitor","TGFB1->TGFBR2",0.0557639966910176,0,7,0.0223783135338418,NA,NA,NA,8,NA
8,"Endothelial","EVT-progenitor","HLA-G->LILRB1",0,0,7,0,NA,NA,NA,8,NA
8,"Endothelial","EVT3","HLA-G->LILRB1",0,0,1,0,NA,NA,NA,8,NA
8,"Endothelial","EVT3","HLA-G->LILRB2",0,0,1,0,NA,NA,NA,8,NA
8,"Endothelial","EVT3","LGALS9->HAVCR2",0,0,1,0,NA,NA,NA,8,NA
8,"Endothelial","Endothelial","TGFB1->TGFBR2",0.119107034793524,0,7,0.0202130619675673,NA,NA,NA,8,NA
8,"Endothelial","Endothelial","LGALS9->HAVCR2",0.039613715839356,0,7,0.00166377606525295,NA,NA,NA,8,NA
8,"Endothelial","Endothelial","HLA-G->LILRB1",0,0,7,0,NA,NA,NA,8,NA
8,"Endothelial","Erythroblasts","HLA-G->LILRB1",0,0,2,0,NA,NA,NA,8,NA
8,"Endothelial","Erythroblasts","HLA-G->LILRB2",0,0,2,0,NA,NA,NA,8,NA
8,"Endothelial","Erythroblasts","LGALS9->HAVCR2",0,0,2,0.00609441782143938,NA,NA,NA,8,NA
8,"Endothelial","FIB1","TGFB1->TGFBR1",0.0487934971046404,0,8,0.0230899511660237,NA,NA,NA,8,NA
8,"Endothelial","FIB1","HLA-G->LILRB1",0,0,8,0,NA,NA,NA,8,NA
8,"Endothelial","FIB1","HLA-G->LILRB2",0,0,8,0,NA,NA,NA,8,NA
8,"Endothelial","FIB2","TGFB1->TGFBR1",0.0196666412918504,0,56,0.0236992684040219,NA,NA,NA,8,NA
8,"Endothelial","FIB2","TGFB1->TGFBR2",0.0167828311900513,0,56,0.0200058450758611,NA,NA,NA,8,NA
8,"Endothelial","FIB2","HLA-G->LILRB1",0,0,56,0,NA,NA,NA,8,NA
8,"Endothelial","Hofbauer cells","HLA-G->LILRB1",0,0,22,0,NA,NA,NA,8,NA
8,"Endothelial","Hofbauer cells","HLA-G->LILRB2",0,0,22,0,NA,NA,NA,8,NA
8,"Endothelial","Hofbauer cells","LGALS9->HAVCR2",0,0,22,0.00107788733220616,NA,NA,NA,8,NA
8,"Endothelial","STB","TGFB1->TGFBR1",0.0229998253162986,0,46,0.0211911701958961,NA,NA,NA,8,NA
8,"Endothelial","STB","TGFB1->TGFBR2",0.00848582558341571,0,46,0.0180100022942214,NA,NA,NA,8,NA
8,"Endothelial","STB","HLA-G->LILRB1",0,0,46,0,NA,NA,NA,8,NA
8,"Endothelial","STB-progenitor","TGFB1->TGFBR1",0.0346620013594365,0,8,0.0174867393301178,NA,NA,NA,8,NA
8,"Endothelial","STB-progenitor","HLA-G->LILRB1",0,0,8,0,NA,NA,NA,8,NA
8,"Endothelial","STB-progenitor","HLA-G->LILRB2",0,0,8,0,NA,NA,NA,8,NA
8,"Endothelial","vCTB","TGFB1->TGFBR1",0.0263742449268896,0,53,0.0210330157872732,NA,NA,NA,8,NA
8,"Endothelial","vCTB","TGFB1->TGFBR2",0.0190091887601515,0,53,0.0167576564569294,NA,NA,NA,8,NA
8,"Endothelial","vCTB","HLA-G->LILRB1",0,0,53,0,NA,NA,NA,8,NA
8,"Endothelial","vCTB1","HLA-G->LILRB1",0,0,1,0,NA,NA,NA,8,NA
8,"Endothelial","vCTB1","HLA-G->LILRB2",0,0,1,0,NA,NA,NA,8,NA
8,"Endothelial","vCTB1","LGALS9->HAVCR2",0,0,1,0,NA,NA,NA,8,NA
8,"Erythroblasts","EVT","HLA-G->LILRB1",0,0,1,0,NA,NA,NA,8,NA
8,"Erythroblasts","EVT","HLA-G->LILRB2",0,0,1,0,NA,NA,NA,8,NA
8,"Erythroblasts","EVT","LGALS9->HAVCR2",0,0,1,0,NA,NA,NA,8,NA
8,"Erythroblasts","EVT-progenitor","HLA-G->LILRB1",0,0,1,0,NA,NA,NA,8,NA
8,"Erythroblasts","EVT-progenitor","HLA-G->LILRB2",0,0,1,0,NA,NA,NA,8,NA
8,"Erythroblasts","EVT-progenitor","LGALS9->HAVCR2",0,0,1,0,NA,NA,NA,8,NA
8,"Erythroblasts","Endothelial","HLA-G->LILRB1",0,0,1,0,NA,NA,NA,8,NA
8,"Erythroblasts","Endothelial","HLA-G->LILRB2",0,0,1,0,NA,NA,NA,8,NA
8,"Erythroblasts","Endothelial","LGALS9->HAVCR2",0,0,1,0,NA,NA,NA,8,NA
8,"Erythroblasts","FIB1","HLA-G->LILRB1",0,0,5,0,NA,NA,NA,8,NA
8,"Erythroblasts","FIB1","HLA-G->LILRB2",0,0,5,0,NA,NA,NA,8,NA
8,"Erythroblasts","FIB1","LGALS9->HAVCR2",0,0,5,0,NA,NA,NA,8,NA
8,"Erythroblasts","FIB2","HLA-G->LILRB1",0,0,17,0,NA,NA,NA,8,NA
8,"Erythroblasts","FIB2","HLA-G->LILRB2",0,0,17,0,NA,NA,NA,8,NA
8,"Erythroblasts","FIB2","LGALS9->HAVCR2",0,0,17,0,NA,NA,NA,8,NA
8,"Erythroblasts","Hofbauer cells","HLA-G->LILRB1",0,0,4,0,NA,NA,NA,8,NA
8,"Erythroblasts","Hofbauer cells","HLA-G->LILRB2",0,0,4,0,NA,NA,NA,8,NA
